0.0,1665680370546,0.7505125403404236
1.0,1665680663475,0.8349407315254211
2.0,1665680956261,0.9369343519210815
3.0,1665681249340,0.9727961421012878
4.0,1665681541874,0.9829456210136414
5.0,1665681834346,0.986237645149231
6.0,1665682127246,0.9907121658325195
7.0,1665682419247,0.992595911026001
8.0,1665682711899,0.9931604266166687
9.0,1665683005442,0.99515700340271
10.0,1665683298308,0.9959830045700073
11.0,1665683591636,0.9970585703849792
12.0,1665683884343,0.9973259568214417
13.0,1665684178080,0.9977597594261169
14.0,1665684471399,0.9978251457214355
15.0,1665684764039,0.9979498982429504
16.0,1665685057285,0.9983183145523071
17.0,1665685349857,0.9977894425392151
18.0,1665685642803,0.9979202151298523
19.0,1665685936090,0.9981043934822083
20.0,1665686229310,0.9980211853981018
21.0,1665686522909,0.9984015226364136
22.0,1665686816787,0.9985560178756714
23.0,1665687110276,0.9983777403831482
24.0,1665687403082,0.9984074831008911
25.0,1665687695495,0.9991145730018616
26.0,1665687987790,0.9986867308616638
27.0,1665688280861,0.998668909072876
28.0,1665688573493,0.9984549880027771
29.0,1665688867210,0.9986332654953003
30.0,1665689159727,0.9986332654953003
31.0,1665689453360,0.9980806112289429
32.0,1665689746443,0.9983658790588379
33.0,1665690039559,0.9986867308616638
34.0,1665690333057,0.998668909072876
35.0,1665690625773,0.9987818002700806
36.0,1665690919119,0.9987521171569824
37.0,1665691211656,0.998865008354187
38.0,1665691504667,0.9987224340438843
39.0,1665691797654,0.9988887906074524
40.0,1665692090808,0.9990254640579224
41.0,1665692383366,0.9987937211990356
42.0,1665692676292,0.9990195035934448
43.0,1665692969322,0.998817503452301
44.0,1665693262436,0.9983718395233154
45.0,1665693554957,0.9990730285644531
46.0,1665693847208,0.9989660382270813
47.0,1665694139491,0.9988412261009216
48.0,1665694432521,0.9986273050308228
49.0,1665694724988,0.9989184737205505
50.0,1665695017530,0.9989303946495056
51.0,1665695310370,0.998865008354187
52.0,1665695603847,0.9989244341850281
53.0,1665695896980,0.99875807762146
54.0,1665696190780,0.9986035823822021
55.0,1665696484295,0.9985916614532471
56.0,1665696776850,0.9986451268196106
57.0,1665697070202,0.9983837008476257
58.0,1665697362806,0.9984669089317322
59.0,1665697655906,0.9988769292831421
60.0,1665697948702,0.9984609484672546
61.0,1665698242030,0.9985560178756714
62.0,1665698535312,0.9980093240737915
63.0,1665698828531,0.9985798001289368
64.0,1665699121297,0.9985263347625732
65.0,1665699414229,0.9981459975242615
66.0,1665699707168,0.9979855418205261
67.0,1665700000421,0.998425304889679
68.0,1665700293354,0.9979736804962158
69.0,1665700586415,0.9979736804962158
70.0,1665700879304,0.997819185256958
71.0,1665701171949,0.9984549880027771
72.0,1665701465151,0.9980509281158447
73.0,1665701757972,0.9976112246513367
74.0,1665702050585,0.9982470273971558
75.0,1665702343804,0.9974685907363892
76.0,1665702636963,0.9979142546653748
77.0,1665702929721,0.9983837008476257
78.0,1665703222088,0.9980806112289429
79.0,1665703515247,0.9986867308616638
80.0,1665703808913,0.997955858707428
81.0,1665704102320,0.9981222152709961
82.0,1665704395718,0.9983896613121033
83.0,1665704689212,0.9978964328765869
84.0,1665704982731,0.9978310465812683
85.0,1665705275955,0.9983242750167847
86.0,1665705569414,0.9972724914550781
87.0,1665705862486,0.997623085975647
88.0,1665706155581,0.997260570526123
89.0,1665706448378,0.9968446493148804
90.0,1665706741459,0.9972487092018127
91.0,1665707034389,0.9973853826522827
92.0,1665707326943,0.9965831637382507
93.0,1665707619785,0.9957512617111206
94.0,1665707913414,0.9975636601448059
95.0,1665708206628,0.9970763921737671
96.0,1665708499727,0.9981281757354736
97.0,1665708792283,0.996820867061615
98.0,1665709085557,0.996880292892456
99.0,1665709378960,0.9972427487373352
100.0,1665709672454,0.9965118765830994
101.0,1665709965877,0.995305597782135
102.0,1665710259662,0.9964464902877808
103.0,1665710552220,0.9968506097793579
104.0,1665710845027,0.9962623119354248
105.0,1665711138234,0.9966960549354553
106.0,1665711431513,0.9976349472999573
107.0,1665711724604,0.9974566698074341
108.0,1665712017436,0.9968981146812439
109.0,1665712310452,0.997486412525177
110.0,1665712603353,0.9972190260887146
111.0,1665712896753,0.9967911839485168
112.0,1665713189263,0.996684193611145
113.0,1665713481628,0.9971001744270325
114.0,1665713774578,0.9969337582588196
115.0,1665714067575,0.9971892833709717
116.0,1665714360730,0.9971238970756531
117.0,1665714653252,0.9973675608634949
118.0,1665714945694,0.9956561923027039
119.0,1665715238742,0.9977657198905945
120.0,1665715532167,0.9972012042999268
121.0,1665715826091,0.9967257976531982
122.0,1665716119760,0.9970288276672363
123.0,1665716412798,0.9960364699363708
124.0,1665716706628,0.9958463311195374
125.0,1665717000781,0.9954303503036499
126.0,1665717293840,0.9969218969345093
127.0,1665717586568,0.9968446493148804
128.0,1665717879074,0.9963217377662659
129.0,1665718171685,0.9970110058784485
130.0,1665718464208,0.9954660534858704
131.0,1665718757982,0.9961672425270081
132.0,1665719051389,0.9974448084831238
133.0,1665719344782,0.9964346289634705
134.0,1665719638439,0.9967079758644104
135.0,1665719931114,0.9966723322868347
136.0,1665720224120,0.9963098168373108
137.0,1665720517312,0.9964762330055237
138.0,1665720810848,0.9966960549354553
139.0,1665721104023,0.9963692426681519
140.0,1665721397501,0.9959889650344849
141.0,1665721691072,0.9970347881317139
142.0,1665721983904,0.9962087869644165
143.0,1665722277044,0.9967970848083496
144.0,1665722570023,0.9954363107681274
145.0,1665722863226,0.9966366291046143
146.0,1665723155965,0.9949014782905579
147.0,1665723448927,0.9951986074447632
148.0,1665723741345,0.9953947067260742
149.0,1665724034145,0.9954719543457031
150.0,1665724327529,0.9966129064559937
151.0,1665724620342,0.9953709244728088
152.0,1665724914110,0.9967317581176758
153.0,1665725207113,0.996155321598053
154.0,1665725500593,0.995775043964386
155.0,1665725793623,0.9946460127830505
156.0,1665726087362,0.9955848455429077
157.0,1665726380825,0.994414210319519
158.0,1665726673813,0.9954244494438171
159.0,1665726967226,0.9944736361503601
160.0,1665727259758,0.9957274794578552
161.0,1665727552342,0.996440589427948
162.0,1665727845147,0.9960126876831055
163.0,1665728138211,0.9962028861045837
164.0,1665728431468,0.9955848455429077
165.0,1665728725236,0.9963989853858948
166.0,1665729018173,0.9950084686279297
167.0,1665729311983,0.9953650236129761
168.0,1665729604856,0.9961196780204773
169.0,1665729898776,0.9941765666007996
170.0,1665730192516,0.9956027269363403
171.0,1665730485023,0.9954838752746582
172.0,1665730777884,0.9969456791877747
173.0,1665731071751,0.9942716360092163
174.0,1665731398824,0.9956680536270142
175.0,1665731692788,0.9949133992195129
176.0,1665731985983,0.9957036972045898
177.0,1665732278779,0.9934872388839722
178.0,1665732571575,0.994550883769989
179.0,1665732864373,0.9953709244728088
180.0,1665733157899,0.9947351217269897
181.0,1665733451017,0.9943548440933228
182.0,1665733744314,0.9958403706550598
183.0,1665734037209,0.9954066276550293
184.0,1665734330296,0.9944617748260498
185.0,1665734623106,0.9951035380363464
186.0,1665734915994,0.9947885870933533
187.0,1665735208489,0.9947885870933533
188.0,1665735502092,0.9947826862335205
189.0,1665735795607,0.9963930249214172
190.0,1665736089169,0.9950678944587708
191.0,1665736382607,0.9955551624298096
192.0,1665736676261,0.9948955774307251
193.0,1665736969430,0.9952580332756042
194.0,1665737262839,0.9964643120765686
195.0,1665737555907,0.9950619339942932
196.0,1665737849414,0.9945212006568909
197.0,1665738141638,0.9957928657531738
198.0,1665738434327,0.9952877759933472
199.0,1665738727348,0.9958760142326355
