Wall time,Step,Value
1664977291.285344,5271,0.6954557299613953
1664977320.4636211,10543,0.7245649695396423
1664977349.1077647,15815,0.7842181921005249
1664977378.3151355,21087,0.802922785282135
1664977407.2724154,26359,0.8136357069015503
1664977437.130531,31631,0.8197420835494995
1664977466.197484,36903,0.826257586479187
1664977495.451316,42175,0.8326308131217957
1664977524.2209682,47447,0.8368341326713562
1664977552.5805469,52719,0.8419564366340637
1664977580.6962733,57991,0.8464858531951904
1664977609.0059211,63263,0.8485015630722046
1664977637.1528692,68535,0.8535645604133606
1664977667.7429671,73807,0.857210636138916
1664977697.496488,79079,0.8598606586456299
1664977725.926415,84351,0.8620068430900574
1664977756.2345355,89623,0.8646924495697021
1664977785.9115953,94895,0.8664354681968689
1664977814.977963,100167,0.8683918714523315
1664977844.43173,105439,0.8694708943367004
1664977874.7906065,110711,0.8716288805007935
1664977904.7944267,115983,0.8741188645362854
1664977933.9776247,121255,0.8750259280204773
1664977963.8071728,126527,0.876229465007782
1664977993.4604955,131799,0.8783518671989441
1664978022.9913425,137071,0.8805869221687317
1664978052.7753205,142343,0.883053183555603
1664978081.1791258,147615,0.8829702138900757
1664978110.0850713,152887,0.8842211365699768
1664978138.8652647,158159,0.8852171301841736
1664978169.0730245,163431,0.8867881894111633
1664978199.836291,168703,0.8885074853897095
1664978229.7046068,173975,0.889438271522522
1664978258.836649,179247,0.8890944123268127
1664978287.173573,184519,0.8908433318138123
1664978316.8245862,189791,0.8915014266967773
1664978345.6272392,195063,0.8933155536651611
1664978374.194341,200335,0.8950822353363037
1664978404.0181193,205607,0.8956039547920227
1664978433.0533679,210879,0.8956336379051208
1664978462.095606,216151,0.8959656357765198
1664978491.1822708,221423,0.897702693939209
1664978519.4933767,226695,0.8965821862220764
1664978548.9288704,231967,0.8983370661735535
1664978578.1483645,237239,0.8999792337417603
1664978607.5819592,242511,0.8984377980232239
1664978636.973966,247783,0.9003112316131592
1664978666.7244806,253055,0.9012242555618286
1664978695.1630318,258327,0.901775598526001
1664978724.124133,263599,0.9017637372016907
1664978752.9653835,268871,0.9024218320846558
1664978784.3870623,274143,0.9030976891517639
1664978812.5996954,279415,0.9013013243675232
1664978843.0712504,284687,0.9038327932357788
1664978871.0930643,289959,0.9043130278587341
1664978899.4492848,295231,0.9043367505073547
1664978928.7528481,300503,0.905498743057251
1664978957.4859493,305775,0.9052852988243103
1664978986.225475,311047,0.9057832956314087
1664979014.972455,316319,0.9058840870857239
1664979044.4502468,321591,0.906838595867157
1664979074.1594458,326863,0.9064591526985168
1664979102.3197951,332135,0.9062220454216003
1664979133.1764984,337407,0.9053564667701721
1664979162.2532024,342679,0.9047398567199707
1664979190.2528908,347951,0.9048169851303101
1664979220.1979382,353223,0.9060975313186646
1664979248.56059,358495,0.907828688621521
1664979279.5366912,363767,0.9077871441841125
1664979307.7810316,369039,0.9083563089370728
