Id,Creation Time,training/val_acc_epoch (max),Tags,Val acc (last),Window (s) (last),hidden_size (last),Monitoring Time,metadata/occlusion (average),Epoch (last),metadata/lstm_layers (last),metadata/seed (average),metadata/file_path,metadata/val_set_length (average),metadata/train_set_length (last),training/val_acc_epoch (variance),metadata/train_set_length (min),metadata/augmentation
BCMAC-1325,2022-12-04 12:50:23,0.819359302520752,"[""v4""]",0.7091922163963318,3.0,128.0,377,0.0,39.0,1.0,9.0,"['bcm_behaviour_data_multi_subject/subject2/2022-11-09_14-34-16', 'bcm_behaviour_data_multi_subject/subject2/2022-11-09_14-52-7', 'bcm_behaviour_data_multi_subject/subject2/2022-11-09_14-15-6', 'bcm_behaviour_data_multi_subject/subject2/2022-11-09_13-56-0']",7180.0,42882.0,0.0014055500399031474,42882.0,aggregate v3
BCMAC-1324,2022-12-04 12:44:07,0.8154596090316772,"[""v4""]",0.7417827248573303,3.0,128.0,375,0.0,39.0,1.0,8.0,"['bcm_behaviour_data_multi_subject/subject2/2022-11-09_14-34-16', 'bcm_behaviour_data_multi_subject/subject2/2022-11-09_14-52-7', 'bcm_behaviour_data_multi_subject/subject2/2022-11-09_14-15-6', 'bcm_behaviour_data_multi_subject/subject2/2022-11-09_13-56-0']",7180.0,42882.0,0.00159624561229883,42882.0,aggregate v3
BCMAC-1323,2022-12-04 12:37:46,0.8232590556144714,"[""v4""]",0.766156017780304,3.0,128.0,380,0.0,39.0,1.0,7.0,"['bcm_behaviour_data_multi_subject/subject2/2022-11-09_14-34-16', 'bcm_behaviour_data_multi_subject/subject2/2022-11-09_14-52-7', 'bcm_behaviour_data_multi_subject/subject2/2022-11-09_14-15-6', 'bcm_behaviour_data_multi_subject/subject2/2022-11-09_13-56-0']",7180.0,42882.0,0.001385368962293665,42882.0,aggregate v3
BCMAC-1322,2022-12-04 12:31:26,0.8026462197303772,"[""v4""]",0.7537604570388794,3.0,128.0,378,0.0,39.0,1.0,6.0,"['bcm_behaviour_data_multi_subject/subject2/2022-11-09_14-34-16', 'bcm_behaviour_data_multi_subject/subject2/2022-11-09_14-52-7', 'bcm_behaviour_data_multi_subject/subject2/2022-11-09_14-15-6', 'bcm_behaviour_data_multi_subject/subject2/2022-11-09_13-56-0']",7180.0,42882.0,0.0023303434471172225,42882.0,aggregate v3
BCMAC-1321,2022-12-04 12:25:08,0.8178272843360901,"[""v4""]",0.7281336784362793,3.0,128.0,376,0.0,39.0,1.0,5.0,"['bcm_behaviour_data_multi_subject/subject2/2022-11-09_14-34-16', 'bcm_behaviour_data_multi_subject/subject2/2022-11-09_14-52-7', 'bcm_behaviour_data_multi_subject/subject2/2022-11-09_14-15-6', 'bcm_behaviour_data_multi_subject/subject2/2022-11-09_13-56-0']",7180.0,42882.0,8.629189452845409E-4,42882.0,aggregate v3
BCMAC-1320,2022-12-04 12:18:46,0.7962395548820496,"[""v4""]",0.7614206075668335,3.0,128.0,381,0.0,39.0,1.0,4.0,"['bcm_behaviour_data_multi_subject/subject2/2022-11-09_14-34-16', 'bcm_behaviour_data_multi_subject/subject2/2022-11-09_14-52-7', 'bcm_behaviour_data_multi_subject/subject2/2022-11-09_14-15-6', 'bcm_behaviour_data_multi_subject/subject2/2022-11-09_13-56-0']",7180.0,42882.0,0.0015595115636786617,42882.0,aggregate v3
BCMAC-1319,2022-12-04 12:12:23,0.8033426403999329,"[""v4""]",0.7938718795776367,3.0,128.0,381,0.0,39.0,1.0,3.0,"['bcm_behaviour_data_multi_subject/subject2/2022-11-09_14-34-16', 'bcm_behaviour_data_multi_subject/subject2/2022-11-09_14-52-7', 'bcm_behaviour_data_multi_subject/subject2/2022-11-09_14-15-6', 'bcm_behaviour_data_multi_subject/subject2/2022-11-09_13-56-0']",7180.0,42882.0,0.0013286758841717372,42882.0,aggregate v3
BCMAC-1318,2022-12-04 12:06:05,0.7813370227813721,"[""v4""]",0.7405292391777039,3.0,128.0,377,0.0,39.0,1.0,2.0,"['bcm_behaviour_data_multi_subject/subject2/2022-11-09_14-34-16', 'bcm_behaviour_data_multi_subject/subject2/2022-11-09_14-52-7', 'bcm_behaviour_data_multi_subject/subject2/2022-11-09_14-15-6', 'bcm_behaviour_data_multi_subject/subject2/2022-11-09_13-56-0']",7180.0,42882.0,0.002076619462239826,42882.0,aggregate v3
BCMAC-1317,2022-12-04 11:59:42,0.8224233984947205,"[""v4""]",0.785654604434967,3.0,128.0,381,0.0,39.0,1.0,1.0,"['bcm_behaviour_data_multi_subject/subject2/2022-11-09_14-34-16', 'bcm_behaviour_data_multi_subject/subject2/2022-11-09_14-52-7', 'bcm_behaviour_data_multi_subject/subject2/2022-11-09_14-15-6', 'bcm_behaviour_data_multi_subject/subject2/2022-11-09_13-56-0']",7180.0,42882.0,0.001452510756972014,42882.0,aggregate v3
BCMAC-1316,2022-12-04 11:53:21,0.8164345622062683,"[""v4""]",0.7683843970298767,3.0,128.0,379,0.0,39.0,1.0,0.0,"['bcm_behaviour_data_multi_subject/subject2/2022-11-09_14-34-16', 'bcm_behaviour_data_multi_subject/subject2/2022-11-09_14-52-7', 'bcm_behaviour_data_multi_subject/subject2/2022-11-09_14-15-6', 'bcm_behaviour_data_multi_subject/subject2/2022-11-09_13-56-0']",7180.0,42882.0,0.0012056209836185162,42882.0,aggregate v3
BCMAC-1315,2022-12-04 11:47:01,0.8383008241653442,"[""v4""]",0.772005558013916,3.0,128.0,379,0.0,39.0,1.0,9.0,"['bcm_behaviour_data_multi_subject/subject1/2022-09-20_15-38-11', 'bcm_behaviour_data_multi_subject/subject1/2022-09-20_14-58-39', 'bcm_behaviour_data_multi_subject/subject1/2022-09-20_15-18-27', 'bcm_behaviour_data_multi_subject/subject1/2022-09-20_15-57-37']",7180.0,42927.0,9.172103591217784E-4,42927.0,aggregate v3
BCMAC-1313,2022-12-04 11:40:40,0.8438718914985657,"[""v4""]",0.819359302520752,3.0,128.0,380,0.0,39.0,1.0,8.0,"['bcm_behaviour_data_multi_subject/subject1/2022-09-20_15-38-11', 'bcm_behaviour_data_multi_subject/subject1/2022-09-20_14-58-39', 'bcm_behaviour_data_multi_subject/subject1/2022-09-20_15-18-27', 'bcm_behaviour_data_multi_subject/subject1/2022-09-20_15-57-37']",7180.0,42927.0,0.0011096047059644398,42927.0,aggregate v3
BCMAC-1312,2022-12-04 11:34:22,0.8515320420265198,"[""v4""]",0.8037604689598083,3.0,128.0,377,0.0,39.0,1.0,7.0,"['bcm_behaviour_data_multi_subject/subject1/2022-09-20_15-38-11', 'bcm_behaviour_data_multi_subject/subject1/2022-09-20_14-58-39', 'bcm_behaviour_data_multi_subject/subject1/2022-09-20_15-18-27', 'bcm_behaviour_data_multi_subject/subject1/2022-09-20_15-57-37']",7180.0,42927.0,0.002343559855136501,42927.0,aggregate v3
BCMAC-1311,2022-12-04 11:28:00,0.8369081020355225,"[""v4""]",0.8019498586654663,3.0,128.0,380,0.0,39.0,1.0,6.0,"['bcm_behaviour_data_multi_subject/subject1/2022-09-20_15-38-11', 'bcm_behaviour_data_multi_subject/subject1/2022-09-20_14-58-39', 'bcm_behaviour_data_multi_subject/subject1/2022-09-20_15-18-27', 'bcm_behaviour_data_multi_subject/subject1/2022-09-20_15-57-37']",7180.0,42927.0,0.0018409431442022671,42927.0,aggregate v3
BCMAC-1310,2022-12-04 11:21:43,0.8479108810424805,"[""v4""]",0.8158774375915527,3.0,128.0,375,0.0,39.0,1.0,5.0,"['bcm_behaviour_data_multi_subject/subject1/2022-09-20_15-38-11', 'bcm_behaviour_data_multi_subject/subject1/2022-09-20_14-58-39', 'bcm_behaviour_data_multi_subject/subject1/2022-09-20_15-18-27', 'bcm_behaviour_data_multi_subject/subject1/2022-09-20_15-57-37']",7180.0,42927.0,8.248850306057598E-4,42927.0,aggregate v3
BCMAC-1309,2022-12-04 11:15:23,0.8569638133049011,"[""v4""]",0.7374652028083801,3.0,128.0,378,0.0,39.0,1.0,4.0,"['bcm_behaviour_data_multi_subject/subject1/2022-09-20_15-38-11', 'bcm_behaviour_data_multi_subject/subject1/2022-09-20_14-58-39', 'bcm_behaviour_data_multi_subject/subject1/2022-09-20_15-18-27', 'bcm_behaviour_data_multi_subject/subject1/2022-09-20_15-57-37']",7180.0,42927.0,0.0012964248537313595,42927.0,aggregate v3
BCMAC-1308,2022-12-04 11:09:01,0.8455431461334229,"[""v4""]",0.8097493052482605,3.0,128.0,381,0.0,39.0,1.0,3.0,"['bcm_behaviour_data_multi_subject/subject1/2022-09-20_15-38-11', 'bcm_behaviour_data_multi_subject/subject1/2022-09-20_14-58-39', 'bcm_behaviour_data_multi_subject/subject1/2022-09-20_15-18-27', 'bcm_behaviour_data_multi_subject/subject1/2022-09-20_15-57-37']",7180.0,42927.0,0.0016621800748845672,42927.0,aggregate v3
BCMAC-1307,2022-12-04 11:02:43,0.8408077955245972,"[""v4""]",0.7196378707885742,3.0,128.0,376,0.0,39.0,1.0,2.0,"['bcm_behaviour_data_multi_subject/subject1/2022-09-20_15-38-11', 'bcm_behaviour_data_multi_subject/subject1/2022-09-20_14-58-39', 'bcm_behaviour_data_multi_subject/subject1/2022-09-20_15-18-27', 'bcm_behaviour_data_multi_subject/subject1/2022-09-20_15-57-37']",7180.0,42927.0,0.0012862511389773346,42927.0,aggregate v3
BCMAC-1306,2022-12-04 10:56:22,0.8445682525634766,"[""v4""]",0.7770195007324219,3.0,128.0,379,0.0,39.0,1.0,1.0,"['bcm_behaviour_data_multi_subject/subject1/2022-09-20_15-38-11', 'bcm_behaviour_data_multi_subject/subject1/2022-09-20_14-58-39', 'bcm_behaviour_data_multi_subject/subject1/2022-09-20_15-18-27', 'bcm_behaviour_data_multi_subject/subject1/2022-09-20_15-57-37']",7180.0,42927.0,0.0019613262219110974,42927.0,aggregate v3
BCMAC-1305,2022-12-04 10:50:02,0.8603063821792603,"[""v4""]",0.793175458908081,3.0,128.0,379,0.0,39.0,1.0,0.0,"['bcm_behaviour_data_multi_subject/subject1/2022-09-20_15-38-11', 'bcm_behaviour_data_multi_subject/subject1/2022-09-20_14-58-39', 'bcm_behaviour_data_multi_subject/subject1/2022-09-20_15-18-27', 'bcm_behaviour_data_multi_subject/subject1/2022-09-20_15-57-37']",7180.0,42927.0,0.001220140386463253,42927.0,aggregate v3
